"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score"
"The Green Mile ",189,"Frank Darabont",0,"Tom Hanks",15000,"Jeffrey DeMunn",745,"Michael Jeter",693,186,1377,782610,17716,30000,"1930s|death row inmate|healing|prison guard|southern u.s.",0,"Color","Crime|Drama|Fantasy|Mystery",1999,"English","USA","R",1.85,"http://www.imdb.com/title/tt0120689/?ref_=fn_tt_tt_1",136801374,6e+07,8.5
"Syriana ",128,"Stephen Gaghan",79,"Matt Damon",13000,"Amr Waked",903,"Kayvan Novak",414,358,625,109188,14747,0,"cia|hezbollah|lebanon|oil|prince",0,"Color","Drama|Thriller",2005,"English","USA","R",2.35,"http://www.imdb.com/title/tt0365737/?ref_=fn_tt_tt_1",50815288,5e+07,7
"Tae Guk Gi: The Brotherhood of War ",148,"Je-kyu Kang",16,"Min-sik Choi",717,"Bin Won",517,"Dong-gun Jang",489,86,224,31943,1730,0,"1950s|archeologist|korea|korean war|soldier",2,"Color","Action|Drama|War",2004,"Korean","South Korea","R",2.35,"http://www.imdb.com/title/tt0386064/?ref_=fn_tt_tt_1",1110186,12800000,8.1
"Watchmen ",215,"Zack Snyder",0,"Matt Frewer",986,"Billy Crudup",745,"Stephen McHattie",413,451,1229,392474,2530,18000,"conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity",1,"Color","Action|Drama|Mystery|Sci-Fi",2009,"English","USA","R",2.35,"http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1",107503316,1.3e+08,7.7
"By the Sea ",122,"Angelina Jolie Pitt",11000,"Brad Pitt",11000,"Angelina Jolie Pitt",11000,"Melvil Poupaud",188,131,61,7976,22319,0,"cheating wife|cigarette smoking|male in shower|male nudity|male rear nudity",0,"Color","Drama|Romance",2015,"English","USA","R",2.35,"http://www.imdb.com/title/tt3707106/?ref_=fn_tt_tt_1",531009,1e+07,5.3
"Dolphin Tale ",113,"Charles Martin Smith",188,"Morgan Freeman",11000,"Michael Roark",680,"Harry Connick Jr.",631,131,86,17948,14209,0,"boy|dolphin|prosthetics|tail|trap",5,"Color","Drama|Family",2011,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1564349/?ref_=fn_tt_tt_1",72279690,3.7e+07,6.9
"Rock Star ",105,"Stephen Herek",65,"Beth Grant",628,"Dagmara Dominczyk",316,"Matthew Glave",108,107,191,34592,1265,0,"cover band|fired from a job|heavy metal|rock star|tribute band",0,"Color","Drama|Music",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0202470/?ref_=fn_tt_tt_1",16991902,5.7e+07,6.2
"The Ten ",96,"David Wain",136,"Jon Hamm",4000,"Ken Marino",543,"Ron Silver",139,65,117,15315,4883,915,"death|mexico|sabbath|surgeon|ten stories",4,"Color","Comedy|Romance",2007,"English","USA","R",1.85,"http://www.imdb.com/title/tt0811106/?ref_=fn_tt_tt_1",766487,5250000,5
"Sweet November ",119,"Pat O'Connor",7,"Keanu Reeves",18000,"Charlize Theron",9000,"Frank Langella",903,94,274,70292,29484,8000,"advertising|cancer|dog|san francisco california|terminal illness",1,"Color","Drama|Romance",2001,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0230838/?ref_=fn_tt_tt_1",25178165,4e+07,6.7
"The 40-Year-Old Virgin ",133,"Judd Apatow",0,"Steve Carell",7000,"Romany Malco",966,"Gerry Bednob",218,217,546,313797,8341,0,"40 year old|car accident|cheating on girlfriend|collection|porno movie",1,"Color","Comedy|Romance",2005,"English","USA","R",1.85,"http://www.imdb.com/title/tt0405422/?ref_=fn_tt_tt_1",109243478,2.6e+07,7.1
"The Virgin Suicides ",90,"Sofia Coppola",0,"Kirsten Dunst",4000,"Kathleen Turner",899,"Scott Glenn",826,152,520,116910,7103,0,"catholic|five sisters|isolation|school|suicide",0,"Color","Drama|Romance",1999,"English","USA","R",1.85,"http://www.imdb.com/title/tt0159097/?ref_=fn_tt_tt_1",4859475,6e+06,7.2
"Saw III ",121,"Darren Lynn Bousman",163,"Costas Mandylor",723,"Shawnee Smith",651,"Leigh Whannell",482,210,614,142115,3189,0,"brutality|female full frontal nudity|female nudity|torture|trap",0,"Color","Horror|Mystery",2006,"English","USA","R",1.85,"http://www.imdb.com/title/tt0489270/?ref_=fn_tt_tt_1",80150343,1e+07,6.2
"The Muse ",97,"Albert Brooks",745,"Jeff Bridges",12000,"Bradley Whitford",821,"Albert Brooks",745,97,140,9294,15209,251,"directed by star|muse|satire|screenwriter|tiffany's",2,"Color","Comedy",1999,"English","USA","PG-13",1.37,"http://www.imdb.com/title/tt0164108/?ref_=fn_tt_tt_1",11614236,1.5e+07,5.6
"Sling Blade ",148,"Billy Bob Thornton",0,"Robert Duvall",3000,"Dwight Yoakam",324,"J.T. Walsh",263,104,309,72443,3967,0,"friend|mental institution|murder|repair shop|small town",0,"Color","Drama",1996,"English","USA","R",1.85,"http://www.imdb.com/title/tt0117666/?ref_=fn_tt_tt_1",24475416,890000,8
"Moonraker ",126,"Lewis Gilbert",43,"Desmond Llewelyn",244,"Lois Chiles",202,"Lois Maxwell",177,121,294,69534,1008,0,"astronaut|dog|official james bond series|space shuttle|space shuttle transported on a 747",2,"Color","Action|Adventure|Sci-Fi|Thriller",1979,"English","UK","PG",2.35,"http://www.imdb.com/title/tt0079574/?ref_=fn_tt_tt_1",62700000,3.4e+07,6.3
"Lords of Dogtown ",107,"Catherine Hardwicke",308,"Heath Ledger",13000,"Michael Angarano",947,"Rebecca De Mornay",872,119,194,43903,16651,5000,"1970s|skateboarder|skateboarding|surf|swimming pool",0,"Color","Biography|Drama|Sport",2005,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0355702/?ref_=fn_tt_tt_1",11008432,2.5e+07,7.1
"The Mask ",114,"Chuck Russell",55,"Peter Greene",789,"Amy Yasbeck",424,"Reg E. Cathey",360,57,213,265818,2085,0,"bank|bank clerk|gangster|loki|mask",0,"Color","Action|Comedy|Crime|Fantasy",1994,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0110475/?ref_=fn_tt_tt_1",119938730,1.8e+07,6.9
"Eddie the Eagle ",106,"Dexter Fletcher",452,"Hugh Jackman",20000,"Taron Egerton",732,"Tim McInnerny",141,216,119,32507,21195,15000,"1988 winter olympics|coach|ski jumper|winter|winter olympics",3,"Color","Biography|Comedy|Drama|Sport",2016,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1",15785632,2.3e+07,7.5
"Raising Helen ",119,"Garry Marshall",0,"Amber Valletta",627,"Felicity Huffman",508,"Spencer Breslin",434,93,106,30890,2052,718,"fashion show|female protagonist|love|pastor|queens new york city",1,"Color","Comedy|Drama|Romance",2004,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0350028/?ref_=fn_tt_tt_1",37486138,5e+07,6
"About Schmidt ",125,"Alexander Payne",729,"Hope Davis",442,"June Squibb",344,"Howard Hesseman",322,217,612,107557,1556,0,"highway travel|on the road|retirement|road movie|wedding",1,"Color","Comedy|Drama",2002,"English","USA","R",1.85,"http://www.imdb.com/title/tt0257360/?ref_=fn_tt_tt_1",65010106,3e+07,7.2
"Derailed ",112,"Mikael Håfström",101,"Denis O'Hare",896,"RZA",561,"Xzibit",218,116,375,62584,2019,0,"drink|hotel|police|staged rape|thief",2,"Color","Drama|Thriller",2005,"English","USA","R",2.35,"http://www.imdb.com/title/tt0398017/?ref_=fn_tt_tt_1",36020063,2.2e+07,6.6
"Tales from the Hood ",98,"Rusty Cundieff",38,"Corbin Bernsen",1000,"Clarence Williams III",475,"David Alan Grier",360,25,52,4582,3221,985,"child abuse|death|drugs|ku klux klan|police brutality",0,"Color","Comedy|Horror|Thriller",1995,"English","USA","R",1.85,"http://www.imdb.com/title/tt0114609/?ref_=fn_tt_tt_1",11797927,6e+06,6.1
"Red Planet ",106,"Antony Hoffman",14,"Bob Neill",2,"Val Kilmer",0,"Tom Sizemore",0,145,348,47612,2,995,"astronaut|mars|robot|robot as menace|survival",1,"Color","Action|Sci-Fi|Thriller",2000,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0199753/?ref_=fn_tt_tt_1",17473245,7e+07,5.7
"Diner ",110,"Barry Levinson",272,"Steve Guttenberg",801,"Daniel Stern",796,"Ellen Barkin",551,42,87,14995,2943,0,"baltimore colts|diner|marriage|salesman|wedding",6,"Color","Comedy|Drama",1982,"English","USA","R",1.85,"http://www.imdb.com/title/tt0083833/?ref_=fn_tt_tt_1",14100000,5e+06,7.2
"The Baader Meinhof Complex ",184,"Uli Edel",34,"Moritz Bleibtreu",486,"Alexandra Maria Lara",471,"Martina Gedeck",155,160,110,29602,1601,0,"bonn germany|failed kidnapping|handcuffs|projectile|terrorist",2,"Color","Action|Biography|Crime|Drama",2008,"German","Germany","R",1.85,"http://www.imdb.com/title/tt0765432/?ref_=fn_tt_tt_1",476270,2e+07,7.4
"Cheaper by the Dozen 2 ",94,"Adam Shankman",163,"Taylor Lautner",12000,"Tom Welling",3000,"Alyson Stoner",2000,77,128,42737,20348,781,"children|competition|rival|second part|vacation",6,"Color","Adventure|Comedy|Family",2005,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0452598/?ref_=fn_tt_tt_1",82569532,6e+07,5.4
"The Taking of Pelham 1 2 3 ",106,"Tony Scott",12000,"Denzel Washington",18000,"Ramon Rodriguez",464,"Michael Rispoli",385,267,285,149998,19906,0,"hijack|hostage|ransom|subway|train",1,"Color","Action|Crime|Thriller",2009,"English","USA","R",2.35,"http://www.imdb.com/title/tt1111422/?ref_=fn_tt_tt_1",65452312,1e+08,6.4
"Hellboy ",132,"Guillermo del Toro",0,"James Babson",366,"Rupert Evans",334,"Brian Steele",160,242,597,244566,1112,0,"assassin|demon|hero|nazi|superhero",1,"Color","Action|Fantasy|Horror|Sci-Fi",2004,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0167190/?ref_=fn_tt_tt_1",59035104,6.6e+07,6.8
"In the Land of Blood and Honey ",127,"Angelina Jolie Pitt",11000,"Jelena Jovanova",306,"Nikola Djuricko",164,"Branko Djuric",116,110,180,31414,796,0,"bosnian war|church|emaciation|soldier|violence",0,"Color","Drama|Romance|War",2011,"Bosnian","USA","R",2.35,"http://www.imdb.com/title/tt1714209/?ref_=fn_tt_tt_1",301305,1.3e+07,4.3
"Inkheart ",106,"Iain Softley",34,"Brendan Fraser",3000,"Stephen Graham",1000,"Jamie Foreman",466,161,110,60232,5329,0,"book|escape|girl|overalls|villain",3,"Color","Adventure|Family|Fantasy",2008,"English","Germany","PG",2.35,"http://www.imdb.com/title/tt0494238/?ref_=fn_tt_tt_1",17281832,6e+07,6.1
"Two Lovers ",110,"James Gray",115,"Isabella Rossellini",812,"Vinessa Shaw",580,"Samantha Ivers",103,190,98,29613,1540,0,"jewish|love|married man|neighbor|photograph",0,"Color","Drama|Romance",2008,"English","USA","R",2.35,"http://www.imdb.com/title/tt1103275/?ref_=fn_tt_tt_1",3148482,1.2e+07,7.1
"Selena ",127,"Gregory Nava",16,"Jon Seda",565,"Constance Marie",441,"Jacob Vargas",399,37,155,19126,1735,0,"latin music|marriage|on tour|singer|tejano",1,"Color","Biography|Drama|Music",1997,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0120094/?ref_=fn_tt_tt_1",35422828,2e+07,6.7
"Lincoln ",150,"Steven Spielberg",14000,"Joseph Gordon-Levitt",23000,"Hal Holbrook",826,"Bruce McGill",655,538,720,197412,25517,71000,"cultural conflict|politics|president|slavery|u.s. president",0,"Color","Biography|Drama|History|War",2012,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0443272/?ref_=fn_tt_tt_1",182204440,6.5e+07,7.4
"Four Weddings and a Funeral ",117,"Mike Newell",179,"Kristin Scott Thomas",1000,"James Fleet",398,"Simon Callow",239,84,197,107923,1862,0,"1990s|chick flick|funeral|gay relationship|wedding",4,"Color","Comedy|Drama|Romance",1994,"English","UK","R",1.66,"http://www.imdb.com/title/tt0109831/?ref_=fn_tt_tt_1",52700832,4500000,7.1
"A Simple Plan ",121,"Sam Raimi",0,"Gary Cole",989,"Bridget Fonda",888,"Chelcie Ross",244,125,416,50656,2365,0,"bag of money|found money|minnesota|screenplay adapted by author|snow",1,"Color","Crime|Drama|Thriller",1998,"English","UK","R",1.85,"http://www.imdb.com/title/tt0120324/?ref_=fn_tt_tt_1",16311763,1.7e+07,7.5
"Bernie ",99,"Richard Linklater",0,"Matthew McConaughey",11000,"Brandon Smith",106,"Rick Dial",84,231,136,45396,11328,15000,"funeral|stockbroker|texas|vacation|widow",1,"Color","Comedy|Crime|Drama",2011,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1704573/?ref_=fn_tt_tt_1",9203192,5e+06,6.8
"Pixels ",106,"Chris Columbus",0,"Peter Dinklage",22000,"Adam Sandler",11000,"Josh Gad",1000,253,342,89770,35367,39000,"alien|arcade game|chase|driving in reverse|video gamer",0,"Color","Action|Animation|Comedy|Sci-Fi",2015,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt2120120/?ref_=fn_tt_tt_1",78747585,8.8e+07,5.6
"Slums of Beverly Hills ",91,"Tamara Jenkins",84,"Natasha Lyonne",1000,"Kevin Corrigan",778,"Jessica Walter",572,60,79,9427,2691,462,"flatulence|menstrual blood|nomad|nursing school|title directed by female",0,"Color","Comedy|Drama",1998,"English","USA","R",1.85,"http://www.imdb.com/title/tt0120831/?ref_=fn_tt_tt_1",5480318,5e+06,6.6
"The Mechanic ",93,"Simon West",165,"Jason Statham",26000,"Tony Goldwyn",956,"Mini Anden",350,252,181,117999,27834,16000,"apprentice|disobeying orders|gas station|hitman|nightclub",0,"Color","Action|Crime|Thriller",2011,"English","USA","R",2.35,"http://www.imdb.com/title/tt0472399/?ref_=fn_tt_tt_1",29113588,4e+07,6.6
"Entrapment ",113,"Jon Amiel",36,"Will Patton",537,"Kevin McNally",427,"Maury Chaykin",232,138,274,88132,1302,0,"art thief|insurance|mask|master thief|reference to iron maiden",1,"Color","Action|Crime|Romance|Thriller",1999,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0137494/?ref_=fn_tt_tt_1",87704396,6.6e+07,6.2
"The Contender ",126,"Rod Lurie",37,"Jeff Bridges",12000,"Gary Oldman",10000,"William Petersen",883,136,370,20449,25660,1000,"bridge|governor|political thriller|president|vice president",0,"Color","Drama|Thriller",2000,"English","USA","R",1.85,"http://www.imdb.com/title/tt0208874/?ref_=fn_tt_tt_1",17804273,2e+07,7
"Oscar and Lucinda ",132,"Gillian Armstrong",44,"Tom Wilkinson",1000,"Richard Roxburgh",653,"Clive Russell",241,28,50,5648,2004,329,"australia|church|glass|inheritance|wager",2,"Color","Drama|Romance",1997,"English","USA","R",2.35,"http://www.imdb.com/title/tt0119843/?ref_=fn_tt_tt_1",1508689,1.6e+07,6.7
"Killers ",100,"Robert Luketic",126,"Tom Selleck",19000,"Lisa Ann Walter",1000,"Catherine O'Hara",925,140,120,72867,25206,0,"hired killer|marriage|neighbor|on the run|store clerk",2,"Color","Action|Comedy|Romance|Thriller",2010,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1103153/?ref_=fn_tt_tt_1",47000485,7.5e+07,5.4
"The Skulls ",106,"Rob Cohen",357,"Paul Walker",23000,"Leslie Bibb",1000,"William Petersen",883,102,193,26846,26652,0,"college|friend|ivy league|secret society|suicide",0,"Color","Action|Crime|Drama|Thriller",2000,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0192614/?ref_=fn_tt_tt_1",35007180,1.5e+07,5.6
"Dawn of the Dead ",110,"Zack Snyder",0,"Ty Burrell",3000,"Kevin Zegers",2000,"Mekhi Phifer",1000,287,1057,194426,10438,7000,"mall|mayhem|nurse|rear entry sex|survival horror",0,"Color","Action|Horror|Thriller",2004,"English","USA","R",2.35,"http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1",58885635,2.6e+07,7.4
"Soul Surfer ",106,"Sean McNamara",80,"Dennis Quaid",2000,"Chris Brochu",795,"Craig T. Nelson",723,110,114,35514,5024,15000,"christian|christian film|shark|surfer|surfing",1,"Color","Biography|Drama|Family|Sport",2011,"English","USA","PG",2.35,"http://www.imdb.com/title/tt1596346/?ref_=fn_tt_tt_1",43853424,1.8e+07,7.1
"Tiny Furniture ",98,"Lena Dunham",969,"Lena Dunham",969,"Merritt Wever",529,"Jemima Kirke",433,113,35,11816,2530,0,"adult returns home|girl with glasses|hipster|shower|title directed by female",0,"Color","Comedy|Drama|Romance",2010,"English","USA","Not Rated",2.35,"http://www.imdb.com/title/tt1570989/?ref_=fn_tt_tt_1",389804,65000,6.3
"Gods and Monsters ",105,"Bill Condon",386,"Brendan Fraser",3000,"Lynn Redgrave",258,"Kevin J. O'Connor",248,127,229,24977,4238,0,"friendship|gardener|gay interest|homosexual|memory",2," Black and White","Biography|Drama",1998,"English","USA","R",2.35,"http://www.imdb.com/title/tt0120684/?ref_=fn_tt_tt_1",6390032,3500000,7.5
"Peaceful Warrior ",120,"Victor Salva",108,"Scott Mechlowicz",634,"Tim DeKay",436,"Agnes Bruckner",400,44,175,20426,2673,0,"college|college athlete|comeback|gymnast|olympics",1,"Color","Drama|Romance|Sport",2006,"English","Germany","PG-13",2.35,"http://www.imdb.com/title/tt0438315/?ref_=fn_tt_tt_1",1055654,1e+07,7.3
"The Hitchhiker's Guide to the Galaxy ",109,"Garth Jennings",37,"Zooey Deschanel",11000,"Kelly Macdonald",2000,"Thomas Lennon",651,276,1053,155745,14073,10000,"alien|friend|galaxy|hyperspace|spaceship",0,"Color","Adventure|Comedy|Sci-Fi",2005,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0371724/?ref_=fn_tt_tt_1",51019112,5e+07,6.8
"Scott Pilgrim vs. the World ",112,"Edgar Wright",1000,"Anna Kendrick",10000,"Kieran Culkin",1000,"Ellen Wong",719,393,522,273921,12687,36000,"band|dating|high school|hipster|rock band",0,"Color","Action|Comedy|Fantasy|Romance",2010,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0446029/?ref_=fn_tt_tt_1",31494270,6e+07,7.5
"The Collection ",82,"Marcus Dunstan",87,"Daniel Sharman",1000,"Johanna Braddy",581,"Lee Tergesen",444,147,99,36029,3818,14000,"booby trap|brainwashing|mercenary|serial killer|trap",0,"Color","Action|Horror|Thriller",2012,"English","USA","R",2.35,"http://www.imdb.com/title/tt1748227/?ref_=fn_tt_tt_1",6842058,1e+07,6.1
"Road Trip ",94,"Todd Phillips",480,"Ethan Suplee",1000,"Rachel Blanchard",490,"Paulo Costanzo",486,103,302,132963,3889,0,"blonde|college|friend|highway travel|road trip",5,"Color","Comedy",2000,"English","USA","R",1.85,"http://www.imdb.com/title/tt0215129/?ref_=fn_tt_tt_1",68525609,15600000,6.5
"Batman Begins ",128,"Christopher Nolan",22000,"Christian Bale",23000,"Liam Neeson",14000,"Morgan Freeman",11000,478,2685,980946,59558,15000,"armored car|gangster|gotham|mixed martial arts|social decay",0,"Color","Action|Adventure",2005,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0372784/?ref_=fn_tt_tt_1",205343774,1.5e+08,8.3
"Dumb and Dumberer: When Harry Met Lloyd ",85,"Troy Miller",14,"Elden Henson",577,"Mimi Rogers",291,"Cheri Oteri",244,85,267,30651,1653,1000,"1980s|buddy|high school|prequel to cult favorite|teenager",0,"Color","Comedy",2003,"English","USA","PG-13",1.37,"http://www.imdb.com/title/tt0329028/?ref_=fn_tt_tt_1",26096584,1.9e+07,3.4
"The Invasion ",99,"Oliver Hirschbiegel",101,"Roger Rees",1000,"Veronica Cartwright",422,"Jeremy Northam",327,232,273,65037,2323,0,"alien|epidemic|psychiatrist|space shuttle|virus",2,"Color","Sci-Fi|Thriller",2007,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0427392/?ref_=fn_tt_tt_1",15071514,8e+07,5.9
"Contagion ",106,"Steven Soderbergh",0,"Matt Damon",13000,"Monique Gabriela Curnen",240,"Griffin Kane",175,436,411,180479,13634,42000,"contagion|cure|infection|panic|virus",4,"Color","Drama|Thriller",2011,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1598778/?ref_=fn_tt_tt_1",75638743,6e+07,6.6
"The Game of Their Lives ",101,"David Anspaugh",25,"Gerard Butler",18000,"Costas Mandylor",723,"Jimmy Jean-Louis",407,21,46,2613,20354,445,"1950s|brazil|soccer|soccer movie|world cup",0,"Color","Drama|History|Sport",2005,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0354595/?ref_=fn_tt_tt_1",375474,2e+07,6.2
"Elf ",97,"Jon Favreau",4000,"Peter Dinklage",22000,"Zooey Deschanel",11000,"Will Ferrell",8000,152,395,147597,43354,21000,"baby|christmas spirit|elf|new york city|north pole",1,"Color","Comedy|Family|Fantasy|Romance",2003,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0319343/?ref_=fn_tt_tt_1",173381405,3.3e+07,6.9
"Synecdoche, New York ",124,"Charlie Kaufman",0,"Philip Seymour Hoffman",22000,"Jennifer Jason Leigh",1000,"Samantha Morton",631,245,274,55842,24732,13000,"actress|director|play|theatre director|warehouse",0,"Color","Comedy|Drama|Romance",2008,"English","USA","R",2.35,"http://www.imdb.com/title/tt0383028/?ref_=fn_tt_tt_1",3081925,2.1e+07,7.5
"A Million Ways to Die in the West ",136,"Seth MacFarlane",3000,"Liam Neeson",14000,"Charlize Theron",9000,"Seth MacFarlane",3000,303,416,136093,28927,24000,"dancing sheep|fetish|musical scene|racial humor|snake poison",3,"Color","Comedy|Western",2014,"English","USA","R",2.35,"http://www.imdb.com/title/tt2557490/?ref_=fn_tt_tt_1",42615685,4e+07,6.1
"Enemy of the State ",140,"Tony Scott",12000,"Will Smith",10000,"Jake Busey",660,"Lisa Bonet",619,81,415,188116,11951,0,"congressman|lawyer|nsa|on the run|surveillance",4,"Color","Action|Crime|Drama|Mystery|Thriller",1998,"English","USA","R",2.35,"http://www.imdb.com/title/tt0120660/?ref_=fn_tt_tt_1",111544445,9e+07,7.3
"The Adventures of Sharkboy and Lavagirl 3-D ",93,"Robert Rodriguez",0,"Taylor Lautner",12000,"Kristin Davis",722,"Taylor Dooley",717,66,177,20310,14899,0,"boy|bully|dream|dream sequence|planet",1,"Color","Action|Adventure|Family|Fantasy",2005,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0424774/?ref_=fn_tt_tt_1",39177541,5e+07,3.5
